"CODE","NAME","YEAR","ANTIGEN","ANTIGEN_DESCRIPTION","COVERAGE"
"BOL","Bolivia (Plurinational State of)",2009,"MCV1","Measles-containing vaccine, 1st dose",93
"BOL","Bolivia (Plurinational State of)",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"BIH","Bosnia and Herzegovina",2009,"MCV1","Measles-containing vaccine, 1st dose",93
"BIH","Bosnia and Herzegovina",2009,"MCV2","Measles-containing vaccine, 2nd dose",88
"BWA","Botswana",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"BWA","Botswana",2009,"MCV1","Measles-containing vaccine, 1st dose",96
"BRA","Brazil",2009,"MCV2","Measles-containing vaccine, 2nd dose",55
"BRA","Brazil",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"BRN","Brunei Darussalam",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"BRN","Brunei Darussalam",2009,"MCV2","Measles-containing vaccine, 2nd dose",99
"BGR","Bulgaria",2009,"MCV2","Measles-containing vaccine, 2nd dose",93
"BGR","Bulgaria",2009,"MCV1","Measles-containing vaccine, 1st dose",96
"BFA","Burkina Faso",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"BFA","Burkina Faso",2009,"MCV1","Measles-containing vaccine, 1st dose",94
"BDI","Burundi",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"BDI","Burundi",2009,"MCV1","Measles-containing vaccine, 1st dose",91
"CPV","Cabo Verde",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"CPV","Cabo Verde",2009,"MCV1","Measles-containing vaccine, 1st dose",97
"KHM","Cambodia",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"KHM","Cambodia",2009,"MCV1","Measles-containing vaccine, 1st dose",92
"CMR","Cameroon",2009,"MCV1","Measles-containing vaccine, 1st dose",74
"CMR","Cameroon",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"CAN","Canada",2009,"MCV1","Measles-containing vaccine, 1st dose",91
"CAN","Canada",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"CAF","Central African Republic",2009,"MCV1","Measles-containing vaccine, 1st dose",56
"CAF","Central African Republic",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"TCD","Chad",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"TCD","Chad",2009,"MCV1","Measles-containing vaccine, 1st dose",36
"CHL","Chile",2009,"MCV2","Measles-containing vaccine, 2nd dose",89
"CHL","Chile",2009,"MCV1","Measles-containing vaccine, 1st dose",93
"CHN","China",2009,"MCV2","Measles-containing vaccine, 2nd dose",98
"CHN","China",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"COL","Colombia",2009,"MCV2","Measles-containing vaccine, 2nd dose",71
"COL","Colombia",2009,"MCV1","Measles-containing vaccine, 1st dose",95
"COM","Comoros",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"COM","Comoros",2009,"MCV1","Measles-containing vaccine, 1st dose",79
"COG","Congo",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"COG","Congo",2009,"MCV1","Measles-containing vaccine, 1st dose",63
"COK","Cook Islands",2009,"MCV2","Measles-containing vaccine, 2nd dose",61
"COK","Cook Islands",2009,"MCV1","Measles-containing vaccine, 1st dose",78
"CRI","Costa Rica",2009,"MCV1","Measles-containing vaccine, 1st dose",81
"CRI","Costa Rica",2009,"MCV2","Measles-containing vaccine, 2nd dose",84
"CIV","Côte d'Ivoire",2009,"MCV1","Measles-containing vaccine, 1st dose",67
"CIV","Côte d'Ivoire",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"HRV","Croatia",2009,"MCV2","Measles-containing vaccine, 2nd dose",98
"HRV","Croatia",2009,"MCV1","Measles-containing vaccine, 1st dose",95
"CUB","Cuba",2009,"MCV2","Measles-containing vaccine, 2nd dose",95
"CUB","Cuba",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"CYP","Cyprus",2009,"MCV1","Measles-containing vaccine, 1st dose",87
"CYP","Cyprus",2009,"MCV2","Measles-containing vaccine, 2nd dose",88
"CZE","Czechia",2009,"MCV1","Measles-containing vaccine, 1st dose",98
"CZE","Czechia",2009,"MCV2","Measles-containing vaccine, 2nd dose",98
"PRK","Democratic People's Republic of Korea",2009,"MCV2","Measles-containing vaccine, 2nd dose",75
"PRK","Democratic People's Republic of Korea",2009,"MCV1","Measles-containing vaccine, 1st dose",98
"COD","Democratic Republic of the Congo",2009,"MCV1","Measles-containing vaccine, 1st dose",65
"COD","Democratic Republic of the Congo",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"DNK","Denmark",2009,"MCV2","Measles-containing vaccine, 2nd dose",85
"DNK","Denmark",2009,"MCV1","Measles-containing vaccine, 1st dose",84
"DJI","Djibouti",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"DJI","Djibouti",2009,"MCV1","Measles-containing vaccine, 1st dose",84
"DMA","Dominica",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"DMA","Dominica",2009,"MCV2","Measles-containing vaccine, 2nd dose",95
"DOM","Dominican Republic",2009,"MCV1","Measles-containing vaccine, 1st dose",84
"DOM","Dominican Republic",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"ECU","Ecuador",2009,"MCV2","Measles-containing vaccine, 2nd dose",99
"ECU","Ecuador",2009,"MCV1","Measles-containing vaccine, 1st dose",97
"EGY","Egypt",2009,"MCV1","Measles-containing vaccine, 1st dose",95
"EGY","Egypt",2009,"MCV2","Measles-containing vaccine, 2nd dose",96
"SLV","El Salvador",2009,"MCV1","Measles-containing vaccine, 1st dose",91
"SLV","El Salvador",2009,"MCV2","Measles-containing vaccine, 2nd dose",82
"GNQ","Equatorial Guinea",2009,"MCV1","Measles-containing vaccine, 1st dose",45
"GNQ","Equatorial Guinea",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"ERI","Eritrea",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"ERI","Eritrea",2009,"MCV1","Measles-containing vaccine, 1st dose",93
"EST","Estonia",2009,"MCV2","Measles-containing vaccine, 2nd dose",96
"EST","Estonia",2009,"MCV1","Measles-containing vaccine, 1st dose",95
"SWZ","Eswatini",2009,"MCV2","Measles-containing vaccine, 2nd dose",99
"SWZ","Eswatini",2009,"MCV1","Measles-containing vaccine, 1st dose",94
"ETH","Ethiopia",2009,"MCV1","Measles-containing vaccine, 1st dose",59
"ETH","Ethiopia",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"FJI","Fiji",2009,"MCV2","Measles-containing vaccine, 2nd dose",93
"FJI","Fiji",2009,"MCV1","Measles-containing vaccine, 1st dose",95
"FIN","Finland",2009,"MCV1","Measles-containing vaccine, 1st dose",98
"FIN","Finland",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"FRA","France",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"FRA","France",2009,"MCV1","Measles-containing vaccine, 1st dose",89
"GAB","Gabon",2009,"MCV1","Measles-containing vaccine, 1st dose",63
"GAB","Gabon",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GMB","Gambia",2009,"MCV1","Measles-containing vaccine, 1st dose",96
"GMB","Gambia",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GEO","Georgia",2009,"MCV2","Measles-containing vaccine, 2nd dose",71
"GEO","Georgia",2009,"MCV1","Measles-containing vaccine, 1st dose",83
"DEU","Germany",2009,"MCV2","Measles-containing vaccine, 2nd dose",93
"DEU","Germany",2009,"MCV1","Measles-containing vaccine, 1st dose",97
"GHA","Ghana",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GHA","Ghana",2009,"MCV1","Measles-containing vaccine, 1st dose",93
"GRC","Greece",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"GRC","Greece",2009,"MCV2","Measles-containing vaccine, 2nd dose",77
"GRD","Grenada",2009,"MCV1","Measles-containing vaccine, 1st dose",98
"GRD","Grenada",2009,"MCV2","Measles-containing vaccine, 2nd dose",78
"GTM","Guatemala",2009,"MCV1","Measles-containing vaccine, 1st dose",92
"GTM","Guatemala",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GIN","Guinea",2009,"MCV1","Measles-containing vaccine, 1st dose",53
"GIN","Guinea",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GNB","Guinea-Bissau",2009,"MCV1","Measles-containing vaccine, 1st dose",69
"GNB","Guinea-Bissau",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GUY","Guyana",2009,"MCV2","Measles-containing vaccine, 2nd dose",84
"GUY","Guyana",2009,"MCV1","Measles-containing vaccine, 1st dose",97
"HTI","Haiti",2009,"MCV1","Measles-containing vaccine, 1st dose",63
"HTI","Haiti",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"HND","Honduras",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"HND","Honduras",2009,"MCV1","Measles-containing vaccine, 1st dose",98
"HUN","Hungary",2009,"MCV2","Measles-containing vaccine, 2nd dose",99
"HUN","Hungary",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"ISL","Iceland",2009,"MCV2","Measles-containing vaccine, 2nd dose",93
"ISL","Iceland",2009,"MCV1","Measles-containing vaccine, 1st dose",92
"IND","India",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"IND","India",2009,"MCV1","Measles-containing vaccine, 1st dose",78
"IDN","Indonesia",2009,"MCV1","Measles-containing vaccine, 1st dose",74
"IDN","Indonesia",2009,"MCV2","Measles-containing vaccine, 2nd dose",67
"IRN","Iran (Islamic Republic of)",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"IRN","Iran (Islamic Republic of)",2009,"MCV2","Measles-containing vaccine, 2nd dose",99
"IRQ","Iraq",2009,"MCV1","Measles-containing vaccine, 1st dose",81
"IRQ","Iraq",2009,"MCV2","Measles-containing vaccine, 2nd dose",87
"IRL","Ireland",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"IRL","Ireland",2009,"MCV1","Measles-containing vaccine, 1st dose",90
"ISR","Israel",2009,"MCV2","Measles-containing vaccine, 2nd dose",92
"ISR","Israel",2009,"MCV1","Measles-containing vaccine, 1st dose",97
"ITA","Italy",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"ITA","Italy",2009,"MCV1","Measles-containing vaccine, 1st dose",90
"JAM","Jamaica",2009,"MCV1","Measles-containing vaccine, 1st dose",88
"JAM","Jamaica",2009,"MCV2","Measles-containing vaccine, 2nd dose",78
"JPN","Japan",2009,"MCV2","Measles-containing vaccine, 2nd dose",92
"JPN","Japan",2009,"MCV1","Measles-containing vaccine, 1st dose",94
"JOR","Jordan",2009,"MCV2","Measles-containing vaccine, 2nd dose",90
"JOR","Jordan",2009,"MCV1","Measles-containing vaccine, 1st dose",95
"KAZ","Kazakhstan",2009,"MCV2","Measles-containing vaccine, 2nd dose",99
"KAZ","Kazakhstan",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"KEN","Kenya",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"KEN","Kenya",2009,"MCV1","Measles-containing vaccine, 1st dose",88
"KIR","Kiribati",2009,"MCV1","Measles-containing vaccine, 1st dose",82
"KIR","Kiribati",2009,"MCV2","Measles-containing vaccine, 2nd dose",35
"KWT","Kuwait",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"KWT","Kuwait",2009,"MCV2","Measles-containing vaccine, 2nd dose",94
"KGZ","Kyrgyzstan",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"KGZ","Kyrgyzstan",2009,"MCV2","Measles-containing vaccine, 2nd dose",98
"LAO","Lao People's Democratic Republic",2009,"MCV1","Measles-containing vaccine, 1st dose",59
"LAO","Lao People's Democratic Republic",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"LVA","Latvia",2009,"MCV1","Measles-containing vaccine, 1st dose",92
"LVA","Latvia",2009,"MCV2","Measles-containing vaccine, 2nd dose",92
"LBN","Lebanon",2009,"MCV2","Measles-containing vaccine, 2nd dose",75
"LBN","Lebanon",2009,"MCV1","Measles-containing vaccine, 1st dose",80
"LSO","Lesotho",2009,"MCV2","Measles-containing vaccine, 2nd dose",81
"LSO","Lesotho",2009,"MCV1","Measles-containing vaccine, 1st dose",84
"LBR","Liberia",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"LBR","Liberia",2009,"MCV1","Measles-containing vaccine, 1st dose",83
"LBY","Libya",2009,"MCV1","Measles-containing vaccine, 1st dose",98
"LBY","Libya",2009,"MCV2","Measles-containing vaccine, 2nd dose",97
"LTU","Lithuania",2009,"MCV1","Measles-containing vaccine, 1st dose",96
"LTU","Lithuania",2009,"MCV2","Measles-containing vaccine, 2nd dose",94
"LUX","Luxembourg",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"LUX","Luxembourg",2009,"MCV1","Measles-containing vaccine, 1st dose",96
"MDG","Madagascar",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MDG","Madagascar",2009,"MCV1","Measles-containing vaccine, 1st dose",63
"MWI","Malawi",2009,"MCV1","Measles-containing vaccine, 1st dose",92
"MWI","Malawi",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MYS","Malaysia",2009,"MCV1","Measles-containing vaccine, 1st dose",95
"MYS","Malaysia",2009,"MCV2","Measles-containing vaccine, 2nd dose",95
"MDV","Maldives",2009,"MCV1","Measles-containing vaccine, 1st dose",98
"MDV","Maldives",2009,"MCV2","Measles-containing vaccine, 2nd dose",96
"MLI","Mali",2009,"MCV1","Measles-containing vaccine, 1st dose",73
"MLI","Mali",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MLT","Malta",2009,"MCV1","Measles-containing vaccine, 1st dose",82
"MLT","Malta",2009,"MCV2","Measles-containing vaccine, 2nd dose",85
"MHL","Marshall Islands",2009,"MCV1","Measles-containing vaccine, 1st dose",78
"MHL","Marshall Islands",2009,"MCV2","Measles-containing vaccine, 2nd dose",66
"MRT","Mauritania",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MRT","Mauritania",2009,"MCV1","Measles-containing vaccine, 1st dose",59
"MUS","Mauritius",2009,"MCV2","Measles-containing vaccine, 2nd dose",85
"MUS","Mauritius",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"MEX","Mexico",2009,"MCV1","Measles-containing vaccine, 1st dose",96
"MEX","Mexico",2009,"MCV2","Measles-containing vaccine, 2nd dose",92
"FSM","Micronesia (Federated States of)",2009,"MCV1","Measles-containing vaccine, 1st dose",86
"FSM","Micronesia (Federated States of)",2009,"MCV2","Measles-containing vaccine, 2nd dose",82
"MCO","Monaco",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MCO","Monaco",2009,"MCV1","Measles-containing vaccine, 1st dose",92
"MNG","Mongolia",2009,"MCV2","Measles-containing vaccine, 2nd dose",97
"MNG","Mongolia",2009,"MCV1","Measles-containing vaccine, 1st dose",94
"MNE","Montenegro",2009,"MCV2","Measles-containing vaccine, 2nd dose",96
"MNE","Montenegro",2009,"MCV1","Measles-containing vaccine, 1st dose",86
"MAR","Morocco",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MAR","Morocco",2009,"MCV1","Measles-containing vaccine, 1st dose",98
"MOZ","Mozambique",2009,"MCV1","Measles-containing vaccine, 1st dose",80
"MOZ","Mozambique",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MMR","Myanmar",2009,"MCV1","Measles-containing vaccine, 1st dose",87
"MMR","Myanmar",2009,"MCV2","Measles-containing vaccine, 2nd dose",65
"NAM","Namibia",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NAM","Namibia",2009,"MCV1","Measles-containing vaccine, 1st dose",76
"NRU","Nauru",2009,"MCV2","Measles-containing vaccine, 2nd dose",92
"NRU","Nauru",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"NPL","Nepal",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NPL","Nepal",2009,"MCV1","Measles-containing vaccine, 1st dose",90
"NLD","Netherlands (Kingdom of the)",2009,"MCV1","Measles-containing vaccine, 1st dose",96
"NLD","Netherlands (Kingdom of the)",2009,"MCV2","Measles-containing vaccine, 2nd dose",93
"NZL","New Zealand",2009,"MCV1","Measles-containing vaccine, 1st dose",89
"NZL","New Zealand",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NIC","Nicaragua",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"NIC","Nicaragua",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NER","Niger",2009,"MCV1","Measles-containing vaccine, 1st dose",69
"NER","Niger",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NGA","Nigeria",2009,"MCV1","Measles-containing vaccine, 1st dose",64
"NGA","Nigeria",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"NIU","Niue",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"NIU","Niue",2009,"MCV2","Measles-containing vaccine, 2nd dose",99
"MKD","North Macedonia",2009,"MCV1","Measles-containing vaccine, 1st dose",96
"MKD","North Macedonia",2009,"MCV2","Measles-containing vaccine, 2nd dose",97
"NOR","Norway",2009,"MCV1","Measles-containing vaccine, 1st dose",93
"NOR","Norway",2009,"MCV2","Measles-containing vaccine, 2nd dose",96
"PSE","occupied Palestinian territory, including east Jerusalem",2009,"MCV1","Measles-containing vaccine, 1st dose",97
"PSE","occupied Palestinian territory, including east Jerusalem",2009,"MCV2","Measles-containing vaccine, 2nd dose",97
"OMN","Oman",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"OMN","Oman",2009,"MCV2","Measles-containing vaccine, 2nd dose",99
"PAK","Pakistan",2009,"MCV1","Measles-containing vaccine, 1st dose",56
"PAK","Pakistan",2009,"MCV2","Measles-containing vaccine, 2nd dose",30
"PLW","Palau",2009,"MCV2","Measles-containing vaccine, 2nd dose",79
"PLW","Palau",2009,"MCV1","Measles-containing vaccine, 1st dose",75
"PAN","Panama",2009,"MCV1","Measles-containing vaccine, 1st dose",96
"PAN","Panama",2009,"MCV2","Measles-containing vaccine, 2nd dose",76
"PNG","Papua New Guinea",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"PNG","Papua New Guinea",2009,"MCV1","Measles-containing vaccine, 1st dose",65
"PRY","Paraguay",2009,"MCV1","Measles-containing vaccine, 1st dose",91
"PRY","Paraguay",2009,"MCV2","Measles-containing vaccine, 2nd dose",77
"PER","Peru",2009,"MCV1","Measles-containing vaccine, 1st dose",91
"PER","Peru",2009,"MCV2","Measles-containing vaccine, 2nd dose",42
"PHL","Philippines",2009,"MCV1","Measles-containing vaccine, 1st dose",89
"PHL","Philippines",2009,"MCV2","Measles-containing vaccine, 2nd dose",19
"POL","Poland",2009,"MCV2","Measles-containing vaccine, 2nd dose",95
"POL","Poland",2009,"MCV1","Measles-containing vaccine, 1st dose",98
"PRT","Portugal",2009,"MCV1","Measles-containing vaccine, 1st dose",95
"PRT","Portugal",2009,"MCV2","Measles-containing vaccine, 2nd dose",95
"QAT","Qatar",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"QAT","Qatar",2009,"MCV2","Measles-containing vaccine, 2nd dose",99
"KOR","Republic of Korea",2009,"MCV1","Measles-containing vaccine, 1st dose",93
"KOR","Republic of Korea",2009,"MCV2","Measles-containing vaccine, 2nd dose",99
"MDA","Republic of Moldova",2009,"MCV1","Measles-containing vaccine, 1st dose",90
"MDA","Republic of Moldova",2009,"MCV2","Measles-containing vaccine, 2nd dose",98
"ROU","Romania",2009,"MCV1","Measles-containing vaccine, 1st dose",96
"ROU","Romania",2009,"MCV2","Measles-containing vaccine, 2nd dose",94
"RUS","Russian Federation",2009,"MCV1","Measles-containing vaccine, 1st dose",98
"RUS","Russian Federation",2009,"MCV2","Measles-containing vaccine, 2nd dose",97
"RWA","Rwanda",2009,"MCV1","Measles-containing vaccine, 1st dose",95
"RWA","Rwanda",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"KNA","Saint Kitts and Nevis",2009,"MCV2","Measles-containing vaccine, 2nd dose",99
"KNA","Saint Kitts and Nevis",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"LCA","Saint Lucia",2009,"MCV2","Measles-containing vaccine, 2nd dose",63
"LCA","Saint Lucia",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"VCT","Saint Vincent and the Grenadines",2009,"MCV2","Measles-containing vaccine, 2nd dose",94
"VCT","Saint Vincent and the Grenadines",2009,"MCV1","Measles-containing vaccine, 1st dose",99
"WSM","Samoa",2009,"MCV2","Measles-containing vaccine, 2nd dose",14
"WSM","Samoa",2009,"MCV1","Measles-containing vaccine, 1st dose",45
"SMR","San Marino",2009,"MCV2","Measles-containing vaccine, 2nd dose",92
"SMR","San Marino",2009,"MCV1","Measles-containing vaccine, 1st dose",88
"STP","Sao Tome and Principe",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"STP","Sao Tome and Principe",2009,"MCV1","Measles-containing vaccine, 1st dose",90
"SAU","Saudi Arabia",2009,"MCV1","Measles-containing vaccine, 1st dose",98
"SAU","Saudi Arabia",2009,"MCV2","Measles-containing vaccine, 2nd dose",98
"SEN","Senegal",2009,"MCV2","Measles-containing vaccine, 2nd dose",NA
"SEN","Senegal",2009,"MCV1","Measles-containing vaccine, 1st dose",79
